Name,Source,Page,Ability Scores,Size,Speed,Description
Dwarf Mark of Warding,ERLW,51,Int +1,,,"Warder's Intuition When you make an Intelligence (Investigation) check or an ability check using thieves' tools, you can roll a d4 and add the number rolled to the ability check. Wards and Seals You can cast the alarm and mage armor spells with this trait. Starting at 3rd level, you can also cast the arcane lock spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Intelligence is your spellcasting ability for these spells, and you don't need material components for them when you cast them with this trait. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Warding Spells table are added to the spell list of your spellcasting class."
Eladrin,DMG,286,Int +1,,,"Elf Weapon Training You have proficiency with the longsword, shortsword, shortbow, and longbow. Fey Step You can cast the misty step spell once using this trait. You regain the ability to do so when you finish a short or long rest."
Eladrin,MPMM,13,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Choose your eladrin's season: autumn, winter, spring, or summer. When finishing a long rest, you can change your season. See the ""Info"" tab for more information. Creature Type You are a Humanoid. You are also considered an elf for any prerequisite or effect that requires you to be an elf. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Fey Ancestry You have advantage on saving throws you make to avoid or end the charmed condition on yourself. Fey Step As a bonus action, you can magically teleport up to 30 feet to an unoccupied space you can see. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. When you reach 3rd level, your Fey Step gain an additional effect based on your season; if the effect requires a saving throw, the DC equals 8 + your proficiency bonus + your Intelligence, Wisdom, or Charisma modifier (choose when you select this race): Autumn Immediately after you use your Fey Step, up to two creatures of your choice that you can see within 10 feet of you must succeed on a Wisdom saving throw or be charmed by you for 1 minute, or until you or your companions deal any damage to the creatures. Winter When you use your Fey Step, one creature of your choice that you can see within 5 feet of you before you teleport must succeed on a Wisdom saving throw or be frightened of you until the end of your next turn. Spring When you use your Fey Step, you can touch one willing creature within 5 feet of you. That creature then teleports instead of you, appearing in an unoccupied space of your choice that you can see within 30 feet of you. Summer Immediately after you use your Fey Step, each creature of your choice that you can see within 5 feet of you takes fire damage equal to your proficiency bonus. Keen Senses You have proficiency in the Perception skill. Trance You don't need to sleep, and magic can't put you to sleep. You can finish a long rest in 4 hours if you spend those hours in a trancelike meditation, during which you retain consciousness. Whenever you finish this trance, you can change your season, and you can gain two proficiencies that you don't have, each one with a weapon or a tool of your choice selected from the Player's Handbook. You mystically acquire these proficiencies by drawing them from shared elven memory, and you retain them until you finish your next long rest."
Eladrin,MTF,61,Cha +1,,,"Choose your eladrin's season: autumn, winter, spring, or summer. When finishing a long rest, you can change your season. See the ""Info"" tab for more information. Fey Step As a bonus action, you can magically teleport up to 30 feet to an unoccupied space you can see. Once you use this trait, you can't do so again until you finish a short or long rest. When you reach 3rd level, your Fey Step gains an additional effect based on your season; if the effect requires a saving throw, the DC equals 8 + your proficiency bonus + your Charisma modifier: Autumn Immediately after you use your Fey Step, up to two creatures of your choice that you can see within 10 feet of you must succeed on a Wisdom saving throw or be charmed by you for 1 minute, or until you or your companions deal any damage to it. Winter When you use your Fey Step, one creature of your choice that you can see within 5 feet of you before you teleport must succeed on a Wisdom saving throw or be frightened of you until the end of your next turn. Spring When you use your Fey Step, you can touch one willing creature within 5 feet of you. That creature then teleports instead of you, appearing in an unoccupied space of your choice that you can see within 30 feet of you. Summer Immediately after you use your Fey Step, each creature of your choice that you can see within 5 feet of you takes fire damage equal to your Charisma modifier (minimum of 1 damage)."
Elf,PHB,21,Dex +2,Medium,30 ft.,"Age Although elves reach physical maturity at about the same age as humans, the elven understanding of adulthood goes beyond physical growth to encompass worldly experience. An elf typically claims adulthood and an adult name around the age of 100 and can live to be 750 years old. Size Elves range from under 5 to over 6 feet tall and have slender builds. Your size is Medium. Darkvision Accustomed to twilit forests and the night sky, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Keen Senses You have proficiency in the Perception skill. Fey Ancestry You have advantage on saving throws against being charmed, and magic can't put you to sleep. Trance Elves don't need to sleep. Instead, they meditate deeply, remaining semiconscious, for 4 hours a day. (The Common word for such meditation is ""trance."") While meditating, you can dream after a fashion; such dreams are actually mental exercises that have become reflexive through years of practice. After resting in this way, you gain the same benefit that a human does from 8 hours of sleep. If you meditate during a long rest, you finish the rest after only 4 hours. You otherwise obey all the rules for a long rest; only the duration is changed. Languages You can speak, read, and write Common and Elvish. Elvish is fluid, with subtle intonations and intricate grammar. Elven literature is rich and varied, and their songs and poems are famous among other races. Many bards learn their language so they can add Elvish ballads to their repertoires."
Elf Mark of Shadow,ERLW,49,Cha +1,,,"Cunning Intuition When you make a Charisma (Performance) or Dexterity (Stealth) check, you can roll a d4 and add the number rolled to the ability check. Shape Shadows You know the minor illusion cantrip. Starting at 3rd level, you can cast the invisibility spell once with this trait, and you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Shadow Spells table are added to the spell list of your spellcasting class."
Fairy,MPMM,14,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Small,"30 ft., Fly","Creature Type You are a Fey. Fairy Magic You know the druidcraft cantrip. Starting at 3rd level, you can cast the faerie fire spell with this trait. Starting at 5th level, you can also cast the enlarge/reduce spell with this trait. Once you cast faerie fire or enlarge/reduce with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race). Flight Because of your wings, you have a flying speed equal to your walking speed. You can't use this flying speed if you're wearing medium or heavy armor."
Firbolg,MPMM,15,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Firbolg Magic You can cast detect magic and disguise self spells with this trait. When you use this version of disguise self, you can seem up to 3 feet shorter or taller. Once you cast either of these spells with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race). Hidden Step As a bonus action, you can magically turn invisible until the start of your next turn or until you attack, make a damage roll, or force someone to make a saving throw. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Speech of Beast and Leaf You have the ability to communicate in a limited manner with Beasts, Plants, and vegetation. They can understand the meaning of your words, though you have no special ability to understand them in return. You have advantage on all Charisma checks you make to influence them."
Firbolg,VGM,107,"Wis +2, Str +1",Medium,30 ft.,"Age As humanoids related to the fey, firbolg have long lifespans. A firbolg reaches adulthood around 30, and the oldest of them can live for 500 years. Size Firbolg are between 7 and 8 feet tall and weigh between 240 and 300 pounds. Your size is Medium. Firbolg Magic You can cast detect magic and disguise self with this trait, using Wisdom as your spellcasting ability for them. Once you cast either spell, you can't cast it again with this trait until you finish a short or long rest. When you use this version of disguise self, you can seem up to 3 feet shorter than normal, allowing you to more easily blend in with humans and elves. Hidden Step As a bonus action, you can magically turn invisible until the start of your next turn or until you attack, make a damage roll, or force someone to make a saving throw. Once you use this trait, you can't use it again until you finish a short or long rest. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Speech of Beast and Leaf You have the ability to communicate in a limited manner with beasts and plants. They can understand the meaning of your words, though you have no special ability to understand them in return. You have advantage on all Charisma checks you make to influence them. Languages You can speak, read, and write Common, Elvish, and Giant."
Forest Gnome,PHB,37,Dex +1,,,"Natural Illusionist You know the minor illusion cantrip. Intelligence is your spellcasting ability for it. Speak with Small Beasts Through sounds and gestures, you can communicate simple ideas with Small or smaller beasts. Forest gnomes love animals and often keep squirrels, badgers, rabbits, moles, woodpeckers, and other creatures as beloved pets."
Genasi,EEPC,9,Con +2,Medium,30 ft.,"Age Genasi mature at about the same rate as humans and reach adulthood in their late teens. They live somewhat longer than humans do, up to 120 years. Alignment Independent and self-reliant, genasi tend toward a neutral alignment. Size Genasi are as varied as their mortal parents but are generally built like humans, standing anywhere from 5 feet to over 6 feet tall. Your size is Medium. Languages You can speak, read, and write Common and Primordial. Primordial is a guttural language, filled with harsh syllables and hard consonants."
Genasi,MPMM,16,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,Size You are Medium or Small. You choose the size when you select this race. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.
Genasi Air,EEPC,9,Dex +1,,,"Unending Breath You can hold your breath indefinitely while you're not incapacitated. Mingle with the Wind You can cast the levitate spell once with this trait, requiring no material components, and you regain the ability to cast it this way when you finish a long rest. Constitution is your spellcasting ability for this spell."
Genasi Air,MPMM,16,,,35 ft.,"Unending Breath You can hold your breath indefinitely while you're not incapacitated. Lightning Resistance You have resistance to lightning damage. Mingle with the Wind You know the shocking grasp cantrip. Starting at 3rd level, you can cast the feather fall spell with this trait, without requiring a material component. Starting 5th level, you can also cast the levitate spell with this trait, without requiring a material component. Once you cast feather fall or levitate with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race)."
Genasi Earth,EEPC,9,Str +1,,,"Earth Walk You can move across difficult terrain made of earth or stone without expending extra movement. Merge with Stone You can cast the pass without trace spell once with this trait, requiring no material components, and you regain the ability to cast it this way when you finish a long rest. Constitution is your spellcasting ability for this spell."
Genasi Earth,MPMM,17,,,,"Earth Walk You can move across difficult terrain without expending extra movement if you are using your walking speed on the ground or a floor. Merge with Stone You know the blade ward cantrip. You can cast it as normal, and you can also cast it as a bonus action a number of times equal to your proficiency bonus, regaining all expended uses when you finish a long rest. Starting at 5th level, you can cast the pass without trace spell with this trait, without requiring a material component. Once you cast that spell with this trait, you can't do so again until you finish a long rest. You can also cast it using any spell slots you have of 2nd level or higher. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race)."
Genasi Fire,EEPC,9,Int +1,,,"Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. Your ties to the Elemental Plane of Fire make your darkvision unusual: everything you see in darkness is in a shade of red. Fire Resistance You have resistance to fire damage. Reach to the Blaze You know the produce flame cantrip. Once you reach 3rd level, you can cast the burning hands spell once with this trait as a 1st-level spell, and you regain the ability to cast it this way when you finish a long rest. Constitution is your spellcasting ability for these spells."
Genasi Fire,MPMM,17,,,,"Fire Resistance You have resistance to fire damage. Reach to the Blaze You know the produce flame cantrip. Starting at 3rd level, you can cast the burning hands spell with this trait. Starting at 5th level, you can also cast the flame blade spell with this trait, without a material component. Once you cast burning hands or flame blade with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race)."
Genasi Water,EEPC,10,Wis +1,,"30 ft., Swim 30 ft.","Acid Resistance You have resistance to acid damage. Amphibious You can breathe air and water. Swim You have a swimming speed of 30 feet. Call to the Wave You know the shape water cantrip. When you reach 3rd level, you can cast the create or destroy water spell as a 2nd-level spell once with this trait, and you regain the ability to cast it this way when you finish a long rest. Constitution is your spellcasting ability for these spells."
Genasi Water,MPMM,17,,,"30 ft., Swim","Speed Your walking speed is 30 feet, and you have a swimming speed equal to your walking speed. Acid Resistance You have resistance to acid damage. Amphibious You breathe air and water. Call to the Wave You know the acid splash cantrip. Starting at 3rd level, you can cast the create or destroy water spell with this trait. Starting at 5th level, you can also cast the water walk spell with this trait, without requiring a material component. Once you cast create or destroy water or water walk with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race)."
Giff,AAG,12,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,"30 ft., Swim","Astral Spark Your psychic connection to the Astral Plane enables you to mystically access a spark of divine power, which you can channel through your weapons. When you hit a target with a simple or martial weapon, you can cause the target to take extra force damage equal to your proficiency bonus. You can use this trait a number of times equal to your proficiency bonus, but you can use it no more than once per turn. You regain all expended uses when you finish a long rest. Firearms Mastery You have a mystical connection to firearms that traces back to the gods of the giff, who delighted in such weapons. You have proficiency with all firearms and ignore the loading property of any firearm. In addition, attacking at long range with a firearm doesn't impose disadvantage on your attack roll. Hippo Build You have advantage on Strength-based ability checks and Strength saving throws. In addition, you count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift."
Gith,MTF,96,Int +1,Medium,30 ft.,"Age Gith reach adulthood in their late teens and live for about a century. Size Gith are taller and leaner than humans, with most a slender 6 feet in height. Languages You can speak, read, and write Common and Gith."
Githyanki,MPMM,18,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Astral Knowledge You can mystically access a reservoir of experiences of entities connected to the Astral Plane. Whenever you finish a long rest, you gain proficiency in one skill of your choice and with one weapon or tool of your choice, selected from the Player's Handbook, as you momentarily project your consciousness into the Astral Plane. These proficiencies last until the end of your next long rest. Githyanki Psionics You know the mage hand cantrip, and the hand is invisible when you cast the cantrip with this trait. Starting at 3rd level, you can cast the jump spell with this trait. Starting at 5th level, you can also cast misty step with it. Once you cast jump or misty step with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race). None of these spells require spell components when you cast them with this trait. Psychic Resilience You have resistance to psychic damage."
Githyanki,MTF,96,Str +2,,,"Alignment Githyanki tend toward lawful evil. They are aggressive and arrogant, and they remain the faithful servants of their lich-queen, Vlaakith. Renegade githyanki tend toward chaos. Decadent Mastery You learn one language of your choice, and you are proficient with one skill or tool of your choice. In the timeless city of Tu'narath, githyanki have bountiful time to master odd bits of knowledge. Martial Prodigy You are proficient with light and medium armor and with shortsword, longsword, and greatsword. Githyanki Psionics You know the mage hand cantrip, and the hand is invisible when you cast the cantrip with this trait. When you reach 3rd level, you can cast jump once with this trait, and you regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the misty step spell once with this trait, and you regain the ability to do so when you finish a long rest. Intelligence is your spellcasting ability for these spells. When you cast them with this trait, they don't require components."
Githzerai,MPMM,19,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Githzerai Psionics You know the mage hand cantrip, and the hand is invisible when you cast the cantrip with this trait. Starting at 3rd level, you can cast the shield spell with this trait. Starting at 5th level, you can also cast the detect thoughts spell with it. Once you cast shield or detect thoughts spell with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast either of those spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race). None of these spells require spell components when you cast them with this trait. Mental Discipline Your innate psychic defenses grant you advantage on saving throws you make to avoid or end the charmed and frightened conditions on yourself. Psychic Resilience You have resistance to psychic damage."
Githzerai,MTF,96,Wis +2,,,"Alignment Githzerai tend toward lawful neutral. Their rigorous training in psychic abilities requires an implacable mental discipline. Mental Discipline You have advantage on saving throws against the charmed and frightened conditions. Under the tutelage of monastic masters, githzerai learn to govern their own minds. Githzerai Psionics You know the mage hand cantrip, and the hand is invisible when you cast the cantrip with this trait. When you reach 3rd level, you can cast shield once with this trait, and you regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the detect thoughts spell once with this trait, and you regain the ability to do so when you finish a long rest. Wisdom is your spellcasting ability for these spells. When you cast them with this trait, they don't require components."
Gnoll,DMG,282,"Str +2, Int -2",Medium,30 ft.,"Bite Your fanged maw is a natural weapon, which you can use to make unarmed strikes. If you hit with it, you deal piercing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Rampage When you reduce a creature to 0 hit points with a melee attack on your turn, you can take a bonus action to move up to half your speed and make a bite attack."
Gnome,PHB,35,Int +2,Small,25 ft.,"Age Gnomes mature at the same rate humans do, and most are expected to settle down into an adult life by around age 40. They can live 350 to almost 500 years. Size Gnomes are between 3 and 4 feet tall and average about 40 pounds. Your size is Small. Darkvision Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Gnome Cunning You have advantage on all Intelligence, Wisdom, and Charisma saving throws against magic. Languages You can speak, read, and write Common and Gnomish. The Gnomish language, which uses the Dwarvish script, is renowned for its technical treatises and its catalogs of knowledge about the natural world."
Gnome (Deep),DMG,282,"Str +1, Dex +2",Small,20 ft.,"Innate Spellcasting You have an innate ability to cast the following spells, requiring no material components: At will: nondetection (self only) 1/day each: blindness/deafness, blur, disguise self Intelligence is your spellcasting ability for these spells. Stone Camouflage You have advantage on Dexterity (Stealth) checks to hide in rocky terrain. Gnome Cunning You have advantage on Intelligence, Wisdom, and Charisma saving throws against magic. Superior Darkvision Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 120 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Gnomish, Terran, and Undercommon."
Gnome Deep/Svirfneblin,SCAG,115,Dex +1,,,"Age Deep gnomes are short-lived for gnomes. They mature at the same rate humans do and are considered full-grown adults by 25. They live 200 to 250 years, although hard toil and the dangers of the Underdark often claim them before their time. Alignment Svirfneblin believe that survival depends on avoiding entanglements with other creatures and not making enemies, so they favor neutral alignments. They rarely wish others ill, and they are unlikely to take risks on behalf of others. Size A typical svirfneblin stands about 3 to 3½ feet tall and weighs 80 to 120 pounds. Your size is Small. Superior Darkvision Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 120 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Stone Camouflage You have advantage on Dexterity (Stealth) checks to hide in rocky terrain. Languages You can speak, read, and write Common, Gnomish, and Undercommon. The svirfneblin dialect is more guttural than surface Gnomish, and most svirfneblin know only a little bit of Common, but those who deal with outsiders (and that includes you as an adventurer) pick up enough Common to get by in other lands."
Gnome Mark of Scribing,ERLW,47,Cha +1,,,"Gifted Scribe When you make an Intelligence (History) check or an ability check using calligrapher's supplies, you can roll a d4 and add the number rolled to the ability check. Scribe's Insight You know the message cantrip. You can also cast comprehend languages once with this trait, and you regain the ability to cast it when you finish a short or long rest. Starting at 3rd level, you can cast the magic mouth spell with this trait, and you regain the ability to cast it when you finish a long rest. Intelligence is your spellcasting ability for these spells. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Scribing Spells table are added to the spell list of your spellcasting class."
Goblin,DMG,282,"Str -2, Dex +2",Small,30 ft.,"Nimble Escape You can take the Disengage or Hide action as a bonus action on each of your turns. Darkvision Accustomed to life underground, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Common and Goblin."
Goblin,ERLW,26,,Small,,
Goblin,GGR,16,,,,
Goblin,MPMM,20,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Small,30 ft.,"Creature Type You are a Humanoid. You are also considered a goblinoid for any prerequisite or effect that requires you to be a goblinoid. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were in dim light. You discern colors in that darkness only as shades of gray. Fey Ancestry You have advantage on saving throws you make to avoid or end the charmed condition on yourself. Fury of the Small When you damage a creature with an attack or a spell and the creature's size is larger than yours, you can cause the attack or spell to deal extra damage to the creature. The extra damage equals your proficiency bonus. You can use this trait a number of times equal to your proficiency bonus, regaining all expended uses when you finish a long rest, and you can use it no more than once per turn. Nimble Escape You can take the Disengage or Hide action as a bonus action on each of your turns."
Goblin,VGM,119,"Dex +2, Con +1",Small,30 ft.,"Age Goblins reach adulthood at age 8 and live up to 60 years. Size Goblins are between 3 and 4 feet tall and weigh between 40 and 80 pounds. Your size is Small. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Fury of the Small When you damage a creature with an attack or a spell and the creature's size is larger than yours, you can cause the attack or spell to deal extra damage to the creature. The extra damage equals your level. Once you use this trait, you can't use it again until you finish a short or long rest. Nimble Escape You can take the Disengage or Hide action as a bonus action on each of your turns. Languages You can speak, read, and write Common and Goblin."
Goliath,MPMM,21,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Little Giant You have proficiency in the Athletics skill, and you count as one size larger when determining your carrying weight and the weight you can push, drag, or lift. Mountain Born You have resistance to cold damage. You also naturally acclimate to high altitudes, even if you've never been to one. This includes elevations above 20,000 feet. Stone's Endurance You can supernaturally draw on unyielding stone to shrug off harm. When you take damage, you can use your reaction to roll a d12. Add your Constitution modifier to the number rolled and reduce the damage by that total. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
Goliath,VGM,108,"Str +2, Con +1",Medium,30 ft.,"Age Goliaths have lifespans comparable to humans. They enter adulthood in their late teens and usually live less than a century. Size Goliaths are between 7 and 8 feet tall and weigh between 280 and 340 pounds. Your size is Medium. Natural Athlete You have proficiency in the Athletics skill. Stone's Endurance You can focus yourself to occasionally shrug off injury. When you take damage, you can use your reaction to roll a d12. Add your Constitution modifier to the number rolled, and reduce the damage by that total. After you use this trait, you can't use it again until you finish a short or long rest. Powerful Build You count as one size larger when determining your carrying capacity and the weight you can push, drag, or lift. Mountain Born You have resistance to cold damage. You're also acclimated to high altitude, including elevations above 20,000 feet. Languages You can speak, read, and write Common and Giant."
Grimlock,DMG,282,"Str +2, Cha -2",Medium,30 ft.,"Blindsight You have no eyes, and cannot be blinded. You can perceive your surroundings within 30 ft., or 10 ft. while deafened. You are considered blind beyond this radius. Keen Hearing and Smell You have advantage on Wisdom (Perception) checks that rely on hearing or smell. Stone Camouflage You have advantage on Dexterity (Stealth) checks made to hide in rocky terrain. Languages You can speak, read, and write Undercommon."
Hadozee,AAG,13,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium","30 ft., Climb","Size You are Medium or Small. You choose the size when you select this race. Dexterous Feet As a bonus action, you can use your feet to manipulate an object, open or close a door or container, or pick up or set down a Tiny object. Glide When you fall at least 10 feet above the ground, you can use your reaction to extend your skin membranes to glide horizontally a number of feet equal to your walking speed, and you take 0 damage from the fall. You determine the direction of the glide. Hadozee Dodge The magic that runs in your veins heightens your natural defenses. When you take damage, you can use your reaction to roll a d6. Add your proficiency bonus to the number rolled, and reduce the damage you take by an amount equal to that total (minimum of 0 damage). You can use this trait a number of times equal to your proficiency bonus. You regain all expended uses when you finish a long rest."
Half-Elf,PHB,38,"Cha +2, Choose +1 to 2 abilities from Str, Dex, Con, Int, Wis",Medium,30 ft.,"Age Half-elves mature at the same rate humans do and reach adulthood around the age of 20. They live much longer than humans, however, often exceeding 180 years. Size Half-elves are about the same size as humans, ranging from 5 to 6 feet tall. Your size is Medium. Darkvision Thanks to your elf blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Fey Ancestry You have advantage on saving throws against being charmed, and magic can't put you to sleep. Skill Versatility You gain proficiency in two skills of your choice. Languages You can speak, read, and write Common, Elvish, and one extra language of your choice."
Half-Elf Variant,PHB,38,,,,
Half-Elf Variant; Aquatic Elf Descent,SCAG,116,,,30 ft.,Variant Feature (Choose 1) Skill Versatility You gain proficiency in two skills of your choice. Swim You gain a swimming speed of 30 ft.
Half-Elf Variant; Drow Descent,SCAG,116,,,,"Variant Feature (Choose 1) Skill Versatility You gain proficiency in two skills of your choice. Drow Magic You know the dancing lights cantrip. When you reach 3rd level, you can cast the faerie fire spell once per day; you must finish a long rest in order to cast the spell again using this trait. When you reach 5th level, you can also cast the darkness spell once per day; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
Half-Elf Variant; Mark of Detection,ERLW,40,"Wis +2, Choose +1 to one ability from Str, Dex, Con, Int, Cha",,,"Deductive Intuition When you make an Intelligence (Investigation) or a Wisdom (Insight) check, you can roll a d4 and add the number rolled to the ability check. Magical Detection You can cast the detect magic and detect poison and disease spells with this trait. Starting at 3rd level, you can also cast the see invisibility spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. Wisdom is your spellcasting ability for these spells, and you don't require material components for them. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Detection Spells table are added to the spell list of your spellcasting class."
Half-Elf Variant; Mark of Storm,ERLW,50,"Cha +2, Dex +1",,,"Windwright's Intuition When you make a Dexterity (Acrobatics) check or any ability check involving navigator's tools, you can roll a d4 and add the number rolled to the ability check. Storm's Boon You have resistance to lightning damage. Headwinds You know the gust cantrip. Starting at 3rd level, you can cast the gust of wind spell once with this trait, and you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells. Spells of the Mark If you have the Spellcasting or the Pact Magic class feature, the spells on the Mark of Storm Spells table are added to the spell list of your spellcasting class."
Half-Elf Variant; Moon Elf or Sun Elf Descent,SCAG,116,,,,"Variant Feature (Choose 1) Skill Versatility You gain proficiency in two skills of your choice. Elf Weapon Training You have proficiency with the longsword, shortsword, shortbow, and longbow. Cantrip You know one cantrip of your choice from the wizard spell list. Intelligence is your spellcasting ability for it."
Half-Elf Variant; Wood Elf Descent,SCAG,116,,,,"Variant Feature (Choose 1) Skill Versatility You gain proficiency in two skills of your choice. Elf Weapon Training You have proficiency with the longsword, shortsword, shortbow, and longbow. Fleet of Foot Your base walking speed increases to 35 feet. Mask of the Wild You can attempt to hide even when you are only lightly obscured by foliage, heavy rain, falling snow, mist, and other natural phenomena."
Half-Orc,PHB,40,"Str +2, Con +1",Medium,30 ft.,"Age Half-orcs mature a little faster than humans, reaching adulthood around age 14. They age noticeably faster and rarely live longer than 75 years. Size Half-orcs are somewhat larger and bulkier than humans, and they range from 5 to well over 6 feet tall. Your size is Medium. Darkvision Thanks to your orc blood, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Menacing You gain proficiency in the Intimidation skill. Relentless Endurance When you are reduced to 0 hit points but not killed outright, you can drop to 1 hit point instead. You can't use this feature again until you finish a long rest. Savage Attacks When you score a critical hit with a melee weapon attack, you can roll one of the weapon's damage dice one additional time and add it to the extra damage of the critical hit. Languages You can speak, read, and write Common and Orc. Orc is a harsh, grating language with hard consonants. It has no script of its own but is written in the Dwarvish script."
Half-Orc Variant,PHB,40,,,,
